method,pos_file,neg_file,no_selected_kmers,kmers_length,combination_distance, preselect_method,svm_select_method,no_fold,ROC AUC,PR AUC
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,50,6,100,tTest,2+n,5,0.976272,0.833609
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,50,6,200,tTest,2+n,5,0.974783,0.814218
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,30,6,10,tTest,2+n,5,0.953911,0.727731
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,30,6,30,tTest,2+n,5,0.964379,0.773956
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,30,6,50,tTest,2+n,5,0.972257,0.796567
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,30,6,100,tTest,2+n,5,0.976595,0.824097
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,30,6,200,tTest,2+n,5,0.976174,0.814166
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,10,6,10,tTest,2+n,5,0.952115,0.714224
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,10,6,30,tTest,2+n,5,0.957258,0.735033
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,10,6,50,tTest,2+n,5,0.962013,0.772002
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,10,6,100,tTest,2+n,5,0.970003,0.793046
enhancer_combined_svm,3_GATA6_prolCell_pos,3_GATA6_prolCell_nullx10,10,6,200,tTest,2+n,5,0.967639,0.779719
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,100,6,10,tTest,2+n,5,0.795615,0.291983
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,100,6,30,tTest,2+n,5,0.791749,0.301613
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,100,6,50,tTest,2+n,5,0.799757,0.316176
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,100,6,100,tTest,2+n,5,0.805894,0.332737
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,100,6,200,tTest,2+n,5,0.808265,0.345045
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,50,6,10,tTest,2+n,5,0.787748,0.278276
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,50,6,30,tTest,2+n,5,0.788655,0.288735
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,50,6,50,tTest,2+n,5,0.799508,0.310653
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,50,6,100,tTest,2+n,5,0.799456,0.316762
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,50,6,200,tTest,2+n,5,0.801751,0.336536
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,30,6,10,tTest,2+n,5,0.793043,0.284080
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,30,6,30,tTest,2+n,5,0.789781,0.286068
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,30,6,50,tTest,2+n,5,0.796132,0.296617
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,30,6,100,tTest,2+n,5,0.796608,0.302047
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,30,6,200,tTest,2+n,5,0.799895,0.331425
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,10,6,10,tTest,2+n,5,0.789331,0.278996
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,10,6,30,tTest,2+n,5,0.791428,0.281321
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,10,6,50,tTest,2+n,5,0.793196,0.286710
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,10,6,100,tTest,2+n,5,0.792896,0.292698
enhancer_combined_svm,4_CDX2_prolCell_pos,4_CDX2_prolCell_nullx10,10,6,200,tTest,2+n,5,0.800012,0.309538
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,100,6,10,tTest,2+n,5,0.837937,0.385334
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,100,6,30,tTest,2+n,5,0.858198,0.447448
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,100,6,50,tTest,2+n,5,0.868014,0.472553
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,100,6,100,tTest,2+n,5,0.879124,0.493888
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,100,6,200,tTest,2+n,5,0.873784,0.476360
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,50,6,10,tTest,2+n,5,0.825402,0.371295
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,50,6,30,tTest,2+n,5,0.851190,0.429405
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,50,6,50,tTest,2+n,5,0.862036,0.461481
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,50,6,100,tTest,2+n,5,0.875025,0.485437
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,50,6,200,tTest,2+n,5,0.878415,0.485487
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,30,6,10,tTest,2+n,5,0.826074,0.365811
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,30,6,30,tTest,2+n,5,0.837774,0.396135
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,30,6,50,tTest,2+n,5,0.855594,0.434922
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,30,6,100,tTest,2+n,5,0.869732,0.479020
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,30,6,200,tTest,2+n,5,0.874248,0.485521
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,10,6,10,tTest,2+n,5,0.818228,0.348671
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,10,6,30,tTest,2+n,5,0.823319,0.351692
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,10,6,50,tTest,2+n,5,0.826204,0.361861
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,10,6,100,tTest,2+n,5,0.826473,0.366954
enhancer_combined_svm,1_TAL1_erythroid_pos,1_TAL1_erythroid_nullx10,10,6,200,tTest,2+n,5,0.835130,0.381118
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,100,6,10,tTest,2+n,5,0.778011,0.277067
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,100,6,30,tTest,2+n,5,0.787170,0.293695
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,100,6,50,tTest,2+n,5,0.796004,0.315035
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,100,6,100,tTest,2+n,5,0.800019,0.325197
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,100,6,200,tTest,2+n,5,0.787637,0.309149
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,50,6,10,tTest,2+n,5,0.777735,0.270385
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,50,6,30,tTest,2+n,5,0.787731,0.296162
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,50,6,50,tTest,2+n,5,0.795035,0.313098
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,50,6,100,tTest,2+n,5,0.804545,0.331671
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,50,6,200,tTest,2+n,5,0.800602,0.326903
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,30,6,10,tTest,2+n,5,0.777862,0.269923
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,30,6,30,tTest,2+n,5,0.787171,0.292488
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,30,6,50,tTest,2+n,5,0.789536,0.302618
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,30,6,100,tTest,2+n,5,0.797151,0.329258
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,30,6,200,tTest,2+n,5,0.796822,0.322615
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,10,6,10,tTest,2+n,5,0.778221,0.265303
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,10,6,30,tTest,2+n,5,0.778507,0.273304
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,10,6,50,tTest,2+n,5,0.778522,0.281795
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,10,6,100,tTest,2+n,5,0.788961,0.301685
enhancer_combined_svm,10_H3K4me2_prolCell_pos,10_H3K4me2_prolCell_nullx10,10,6,200,tTest,2+n,5,0.789462,0.299196
